               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  18,            0.039126,            0.012218,            0.022982,             0.60444,             0.82593,             0.74009,              0.4609,            0.035335,           0.0098229,            0.022134,           0.0091585,           0.0091585,           0.0091585
                  19,            0.037137,            0.012517,            0.023665,             0.63718,             0.87975,             0.73526,             0.42632,             0.03574,             0.01211,            0.019811,            0.009109,            0.009109,            0.009109
                  20,            0.039321,            0.012097,            0.020459,             0.58872,             0.79088,             0.67027,             0.39886,            0.035835,           0.0098856,            0.022296,           0.0090595,           0.0090595,           0.0090595
                  21,             0.03822,            0.012686,            0.020535,             0.64685,             0.80591,             0.73985,             0.43125,            0.036502,            0.010104,            0.018453,             0.00901,             0.00901,             0.00901
                  22,            0.038366,            0.012974,            0.020481,             0.67751,             0.84109,             0.74955,             0.47015,            0.033269,           0.0099111,            0.018826,           0.0089605,           0.0089605,           0.0089605
                  23,            0.035855,            0.012688,            0.023749,             0.62841,             0.86064,             0.76027,             0.45874,            0.033484,           0.0098567,            0.018773,            0.008911,            0.008911,            0.008911
                  24,            0.037068,            0.012807,            0.023252,             0.54728,             0.80528,             0.67613,              0.3949,            0.033295,           0.0099453,            0.023771,           0.0088615,           0.0088615,           0.0088615
                  25,            0.035632,            0.012645,            0.023052,             0.65949,             0.82873,             0.76442,             0.48288,            0.033146,           0.0097286,            0.018352,            0.008812,            0.008812,            0.008812
                  26,            0.037016,            0.012146,            0.022857,             0.64458,             0.80688,             0.73168,              0.4313,            0.036124,            0.014542,             0.02035,           0.0087625,           0.0087625,           0.0087625
                  27,            0.036169,            0.012866,            0.022071,             0.66928,             0.84487,             0.77133,             0.47531,            0.032473,            0.011675,            0.018609,            0.008713,            0.008713,            0.008713
                  28,            0.037323,            0.012543,            0.020536,             0.65504,             0.84514,             0.75385,             0.44269,            0.035434,            0.010163,             0.01788,           0.0086635,           0.0086635,           0.0086635
                  29,            0.037572,            0.013089,            0.021091,             0.68501,             0.82484,             0.74856,             0.45281,            0.035175,           0.0096519,            0.017713,            0.008614,            0.008614,            0.008614
                  30,            0.037724,            0.012825,            0.020746,             0.50455,             0.84313,             0.64511,             0.37386,            0.036034,           0.0097746,            0.024964,           0.0085645,           0.0085645,           0.0085645
                  31,            0.037173,             0.01281,            0.022457,             0.63996,             0.85691,             0.74009,             0.45002,            0.034671,           0.0096407,            0.018981,            0.008515,            0.008515,            0.008515
                  32,            0.039397,             0.01209,            0.021649,             0.64072,              0.8473,             0.72479,             0.43953,            0.032727,            0.010165,            0.017457,           0.0084655,           0.0084655,           0.0084655
                  33,            0.037683,            0.013217,             0.02162,             0.61945,             0.84851,             0.75473,             0.46697,            0.033759,           0.0097239,            0.019045,            0.008416,            0.008416,            0.008416
                  34,            0.035732,            0.012107,             0.02254,             0.63001,             0.83299,             0.73415,             0.44117,            0.032276,            0.010923,            0.019643,           0.0083665,           0.0083665,           0.0083665
                  35,            0.034576,            0.012848,            0.020302,             0.67205,             0.85271,             0.76418,             0.49913,             0.03123,           0.0096745,            0.016704,            0.008317,            0.008317,            0.008317
                  36,            0.037201,            0.011794,            0.020424,             0.64768,             0.81453,             0.73523,              0.4286,            0.034151,            0.009625,            0.018367,           0.0082675,           0.0082675,           0.0082675
                  37,            0.038049,            0.013356,            0.020295,             0.63653,             0.80695,              0.7452,             0.47351,            0.032559,           0.0097933,            0.019379,            0.008218,            0.008218,            0.008218
                  38,             0.03605,            0.012348,            0.021991,             0.64315,             0.84353,             0.75848,             0.48776,            0.033076,           0.0097519,             0.01689,           0.0081685,           0.0081685,           0.0081685
                  39,            0.035672,            0.011848,             0.01938,             0.68448,              0.8401,             0.78493,             0.49218,            0.032475,            0.012252,            0.016032,            0.008119,            0.008119,            0.008119
                  40,            0.036586,            0.013391,            0.019825,             0.65122,              0.8396,             0.73041,             0.46401,            0.031846,            0.014087,            0.017256,           0.0080695,           0.0080695,           0.0080695
                  41,            0.035027,             0.01263,            0.018539,             0.66931,             0.84909,             0.77572,             0.50636,            0.032102,           0.0095406,            0.016513,             0.00802,             0.00802,             0.00802
                  42,            0.034786,            0.012247,            0.017349,             0.70837,             0.84901,             0.78212,             0.47309,            0.032959,           0.0094991,             0.01585,           0.0079705,           0.0079705,           0.0079705
                  43,            0.035572,            0.012194,            0.020019,             0.67223,             0.86857,             0.78202,             0.49845,            0.031202,           0.0097061,            0.016358,            0.007921,            0.007921,            0.007921
                  44,            0.032962,             0.01243,            0.019609,             0.65146,             0.81807,              0.7478,             0.47305,            0.032808,            0.010011,            0.018222,           0.0078715,           0.0078715,           0.0078715
                  45,            0.034403,            0.013094,            0.020916,             0.70581,             0.88256,             0.80005,             0.50426,            0.033467,            0.010728,             0.01512,            0.007822,            0.007822,            0.007822
                  46,            0.036654,            0.012555,            0.020409,               0.702,             0.86445,             0.79923,             0.51941,            0.030898,           0.0094733,            0.014832,           0.0077725,           0.0077725,           0.0077725
                  47,            0.034654,            0.012955,            0.020872,              0.7105,             0.83253,             0.79397,             0.50201,            0.032641,           0.0096281,            0.016032,            0.007723,            0.007723,            0.007723
                  48,             0.03598,            0.012468,            0.019937,             0.71359,             0.83215,             0.79971,             0.51321,            0.031299,           0.0096802,            0.015867,           0.0076735,           0.0076735,           0.0076735
                  49,               0.034,            0.012381,            0.020218,             0.71791,             0.82304,             0.79295,             0.51264,            0.032242,           0.0097731,            0.015838,            0.007624,            0.007624,            0.007624
                  50,            0.035409,            0.012316,            0.018064,             0.69793,             0.84347,             0.77456,             0.47276,            0.032317,           0.0096058,            0.015576,           0.0075745,           0.0075745,           0.0075745
                  51,             0.03415,              0.0123,            0.019831,             0.69525,             0.83456,             0.76435,             0.49714,            0.032485,           0.0095428,            0.015107,            0.007525,            0.007525,            0.007525
                  52,            0.035069,            0.012811,            0.018017,               0.674,             0.84555,             0.78307,             0.51112,            0.030777,           0.0094624,            0.014325,           0.0074755,           0.0074755,           0.0074755
                  53,            0.035619,            0.012027,            0.017397,              0.6441,                0.82,             0.75409,             0.49339,            0.030878,           0.0095596,            0.017416,            0.007426,            0.007426,            0.007426
                  54,            0.035104,            0.012621,            0.019497,             0.69459,             0.85587,             0.79487,             0.50796,            0.032271,           0.0095303,            0.014123,           0.0073765,           0.0073765,           0.0073765
                  55,            0.035021,            0.012204,            0.019301,             0.69297,             0.84152,             0.78714,             0.49395,            0.030511,           0.0094125,            0.013922,            0.007327,            0.007327,            0.007327
                  56,            0.033539,            0.011889,            0.018105,             0.71708,             0.80953,              0.7888,             0.52446,            0.029973,           0.0095521,             0.01559,           0.0072775,           0.0072775,           0.0072775
                  57,            0.034488,            0.012683,            0.019287,              0.6988,             0.86069,             0.79157,             0.49503,            0.034172,           0.0097881,            0.015589,            0.007228,            0.007228,            0.007228
                  58,            0.033836,            0.012073,            0.018791,              0.7112,             0.85335,              0.8049,             0.54812,            0.029765,           0.0093008,            0.014483,           0.0071785,           0.0071785,           0.0071785
                  59,            0.032851,            0.012118,            0.017464,              0.6664,             0.83121,             0.75385,             0.51122,            0.029982,           0.0097302,            0.018016,            0.007129,            0.007129,            0.007129
                  60,             0.03377,            0.013103,             0.01856,             0.72153,             0.84787,             0.80458,             0.50579,            0.031343,           0.0094314,            0.014836,           0.0070795,           0.0070795,           0.0070795
                  61,            0.034801,            0.012759,            0.017761,             0.70324,              0.8534,             0.80467,              0.5298,            0.031251,           0.0093738,            0.014218,             0.00703,             0.00703,             0.00703
                  62,            0.033938,            0.012109,            0.019049,             0.70957,             0.87709,             0.80346,             0.52128,            0.030919,           0.0094629,            0.014707,           0.0069805,           0.0069805,           0.0069805
                  63,            0.034952,             0.01302,            0.016892,             0.70859,             0.86001,             0.79961,             0.51975,             0.03088,           0.0094684,            0.014635,            0.006931,            0.006931,            0.006931
                  64,            0.034475,            0.012405,            0.017762,             0.69405,             0.73219,              0.7134,             0.42731,             0.03985,             0.13962,            0.022785,           0.0068815,           0.0068815,           0.0068815
                  65,            0.035257,            0.012384,             0.01818,             0.66465,             0.86586,             0.78242,             0.51914,            0.030279,           0.0094395,            0.016596,            0.006832,            0.006832,            0.006832
                  66,            0.032586,            0.012389,            0.017258,             0.67784,             0.85388,             0.77712,             0.52229,            0.030549,           0.0096158,            0.015664,           0.0067825,           0.0067825,           0.0067825
                  67,            0.033853,            0.011582,            0.018897,             0.70781,             0.89356,             0.79567,             0.53631,            0.029742,           0.0093222,            0.013242,            0.006733,            0.006733,            0.006733
                  68,            0.034569,            0.012156,            0.019174,             0.67961,             0.80669,             0.75154,             0.50298,            0.030412,            0.009393,            0.014815,           0.0066835,           0.0066835,           0.0066835
                  69,             0.03512,            0.012385,              0.0166,             0.72434,             0.85653,             0.78559,             0.49393,            0.031743,           0.0094035,            0.013081,            0.006634,            0.006634,            0.006634
                  70,            0.035305,            0.012997,            0.018819,             0.66816,              0.8467,             0.78734,             0.53518,            0.030136,           0.0093514,            0.015489,           0.0065845,           0.0065845,           0.0065845
                  71,            0.033787,            0.012301,            0.020061,             0.71445,             0.88586,             0.81089,             0.53139,            0.030737,           0.0094092,            0.013372,            0.006535,            0.006535,            0.006535
                  72,            0.034019,            0.011657,            0.017813,             0.71352,             0.85835,             0.80923,             0.54493,            0.028798,           0.0094364,            0.014073,           0.0064855,           0.0064855,           0.0064855
                  73,            0.032116,            0.011874,            0.016936,             0.71346,             0.87562,             0.80025,             0.53557,             0.02994,           0.0093058,            0.013668,            0.006436,            0.006436,            0.006436
                  74,            0.033425,             0.01227,            0.016716,             0.75378,             0.85342,             0.81851,             0.54651,            0.029317,           0.0094663,            0.012613,           0.0063865,           0.0063865,           0.0063865
                  75,            0.031964,            0.012311,            0.016069,             0.74184,             0.85583,             0.81105,             0.54545,            0.029585,           0.0093663,            0.012615,            0.006337,            0.006337,            0.006337
                  76,            0.034774,             0.01312,            0.016056,              0.7162,             0.85861,             0.80467,             0.54158,            0.029851,           0.0094032,            0.013756,           0.0062875,           0.0062875,           0.0062875
                  77,            0.034293,            0.012461,            0.016622,             0.71409,             0.87678,             0.82835,             0.56397,            0.029157,           0.0094574,            0.012383,            0.006238,            0.006238,            0.006238
                  78,            0.033884,            0.012563,            0.018175,             0.73373,             0.87788,             0.83361,             0.54992,            0.030005,           0.0091857,            0.011937,           0.0061885,           0.0061885,           0.0061885
                  79,            0.034326,            0.012185,            0.016892,             0.74317,             0.88112,              0.8201,             0.54433,            0.029874,           0.0092351,            0.012268,            0.006139,            0.006139,            0.006139
                  80,            0.035219,            0.012648,            0.019845,             0.73823,             0.85318,             0.81309,             0.54021,            0.029187,           0.0097821,             0.01341,           0.0060895,           0.0060895,           0.0060895
                  81,            0.032647,            0.012523,            0.018016,             0.73918,             0.87534,             0.83272,             0.55278,            0.029269,           0.0093054,            0.012592,             0.00604,             0.00604,             0.00604
                  82,              0.0344,             0.01246,             0.01694,             0.70318,             0.84941,             0.81284,              0.5369,            0.029992,           0.0093275,            0.014036,           0.0059905,           0.0059905,           0.0059905
                  83,            0.032455,             0.01244,            0.017757,             0.72614,             0.85523,             0.81441,             0.54749,            0.029139,           0.0095092,            0.012871,            0.005941,            0.005941,            0.005941
                  84,            0.033096,            0.011833,            0.015357,             0.70764,             0.83765,              0.7857,             0.52618,            0.029028,            0.009307,            0.014897,           0.0058915,           0.0058915,           0.0058915
                  85,            0.032536,            0.011862,            0.015674,             0.71889,             0.87903,             0.80207,             0.53628,            0.029081,           0.0093317,             0.01236,            0.005842,            0.005842,            0.005842
                  86,            0.032864,            0.011565,            0.016152,              0.6187,             0.85889,             0.78679,             0.51761,             0.03101,           0.0092552,            0.017263,           0.0057925,           0.0057925,           0.0057925
                  87,            0.034619,            0.012499,            0.016293,              0.7123,             0.87171,              0.8086,             0.55143,            0.028581,           0.0092648,            0.012607,            0.005743,            0.005743,            0.005743
                  88,            0.032985,            0.012164,            0.016582,             0.72025,             0.87391,             0.80928,             0.55409,            0.028915,           0.0092144,            0.012166,           0.0056935,           0.0056935,           0.0056935
                  89,            0.033802,             0.01244,            0.017603,             0.71252,             0.88195,             0.82325,             0.56202,            0.028364,           0.0092113,            0.011817,            0.005644,            0.005644,            0.005644
                  90,            0.031735,            0.011179,            0.016273,               0.706,             0.87743,             0.81412,             0.54792,            0.029228,           0.0092546,            0.012428,           0.0055945,           0.0055945,           0.0055945
                  91,            0.033445,            0.012525,            0.016823,             0.71258,             0.80836,             0.80462,             0.54415,            0.029026,            0.009206,            0.016049,            0.005545,            0.005545,            0.005545
                  92,             0.03244,            0.011386,            0.016022,             0.74941,             0.82919,             0.83169,             0.57073,            0.028372,           0.0091535,             0.01206,           0.0054955,           0.0054955,           0.0054955
                  93,            0.031702,            0.011963,            0.015745,             0.74341,             0.83561,             0.82275,              0.5636,            0.028134,           0.0097176,            0.011528,            0.005446,            0.005446,            0.005446
                  94,            0.033323,            0.011868,            0.017054,             0.73793,              0.8545,             0.83132,             0.56658,            0.028178,           0.0092124,            0.011545,           0.0053965,           0.0053965,           0.0053965
                  95,            0.031989,             0.01161,            0.015346,             0.72006,             0.89694,             0.82545,             0.56149,            0.028474,           0.0091958,            0.011128,            0.005347,            0.005347,            0.005347
                  96,            0.032112,            0.011572,             0.01531,             0.76625,             0.87984,             0.83125,             0.57426,            0.028019,           0.0091211,           0.0097967,           0.0052975,           0.0052975,           0.0052975
                  97,            0.032215,            0.012105,            0.014759,              0.7625,             0.89448,             0.83432,             0.57219,            0.027481,           0.0091497,           0.0095078,            0.005248,            0.005248,            0.005248
                  98,            0.032263,            0.012272,            0.015044,             0.77088,             0.90022,             0.85197,             0.58209,            0.027763,           0.0091357,           0.0094376,           0.0051985,           0.0051985,           0.0051985
                  99,            0.032331,            0.012589,            0.016514,             0.75482,              0.9032,             0.85299,             0.58746,            0.027424,           0.0090669,            0.009765,            0.005149,            0.005149,            0.005149
                 100,            0.031487,            0.011571,            0.014829,             0.75829,              0.8592,              0.8474,             0.57729,            0.027905,           0.0091602,            0.010221,           0.0050995,           0.0050995,           0.0050995
                 101,            0.031109,            0.011538,            0.016528,             0.75313,             0.84772,             0.82933,             0.56585,            0.028481,           0.0091429,             0.01157,             0.00505,             0.00505,             0.00505
                 102,            0.031013,            0.012077,            0.014625,             0.72343,             0.90604,             0.83294,              0.5718,             0.02828,           0.0092361,            0.011445,           0.0050005,           0.0050005,           0.0050005
                 103,            0.031877,            0.011609,            0.016417,             0.71446,             0.84541,             0.83355,              0.5704,            0.028291,           0.0095411,            0.013221,            0.004951,            0.004951,            0.004951
                 104,            0.032122,            0.012168,            0.015256,             0.69852,             0.86839,             0.81586,             0.56403,            0.027828,            0.009064,            0.012909,           0.0049015,           0.0049015,           0.0049015
                 105,            0.031402,            0.011814,            0.014634,             0.75304,             0.88133,             0.83752,              0.5734,            0.027867,           0.0090775,            0.010657,            0.004852,            0.004852,            0.004852
                 106,            0.031402,            0.011588,            0.014415,             0.74377,               0.877,             0.85058,             0.59623,            0.027308,           0.0090886,           0.0099955,           0.0048025,           0.0048025,           0.0048025
                 107,            0.032045,            0.012652,            0.017361,             0.73605,             0.91612,             0.85014,             0.59895,            0.027461,           0.0089471,           0.0098045,            0.004753,            0.004753,            0.004753
                 108,            0.031799,            0.011508,            0.016232,             0.74324,             0.89772,             0.84752,             0.58823,            0.027731,           0.0089819,            0.010081,           0.0047035,           0.0047035,           0.0047035
                 109,            0.031511,            0.012368,            0.015067,             0.73845,             0.87007,             0.83538,             0.57847,            0.027688,           0.0091459,            0.011515,            0.004654,            0.004654,            0.004654
                 110,            0.032635,            0.012859,            0.014912,              0.7577,              0.8839,             0.85109,             0.59661,            0.027583,           0.0091178,           0.0099567,           0.0046045,           0.0046045,           0.0046045
                 111,            0.031083,            0.012214,             0.01305,             0.74226,             0.90062,             0.85114,             0.59182,            0.027672,           0.0090861,            0.010145,            0.004555,            0.004555,            0.004555
                 112,            0.031137,            0.011533,            0.013206,             0.75264,             0.87913,             0.84645,             0.59108,             0.02769,           0.0092833,           0.0097448,           0.0045055,           0.0045055,           0.0045055
                 113,            0.030623,            0.011653,            0.014284,             0.74356,             0.88401,             0.85103,               0.598,            0.027474,           0.0090475,            0.010383,            0.004456,            0.004456,            0.004456
                 114,             0.03177,            0.012245,            0.014103,             0.76487,             0.88534,             0.85208,             0.59359,            0.027843,           0.0090726,           0.0090285,           0.0044065,           0.0044065,           0.0044065
                 115,            0.029918,            0.011326,            0.013477,             0.76112,             0.90514,             0.84678,             0.58486,            0.027454,           0.0094151,            0.009104,            0.004357,            0.004357,            0.004357
                 116,            0.030702,            0.012034,            0.015506,             0.76506,             0.87901,             0.82829,             0.56615,            0.027771,           0.0091234,            0.010653,           0.0043075,           0.0043075,           0.0043075
                 117,            0.031601,            0.012131,            0.015022,              0.7525,             0.88214,             0.82917,             0.56859,            0.027639,           0.0091055,            0.010297,            0.004258,            0.004258,            0.004258
                 118,            0.031803,            0.012286,            0.013697,             0.74565,             0.88273,             0.83776,              0.5873,            0.027127,           0.0090842,           0.0094338,           0.0042085,           0.0042085,           0.0042085
                 119,            0.030711,            0.011152,            0.013723,             0.75477,             0.88543,             0.84011,             0.58166,            0.027528,           0.0090635,           0.0093536,            0.004159,            0.004159,            0.004159
                 120,            0.030336,            0.010983,            0.014134,             0.75686,             0.89791,             0.84838,             0.59675,             0.02653,           0.0090744,            0.009002,           0.0041095,           0.0041095,           0.0041095
                 121,            0.030333,            0.011773,             0.01349,             0.75517,             0.88365,             0.86026,             0.59971,            0.027443,           0.0091185,            0.010285,             0.00406,             0.00406,             0.00406
                 122,            0.028491,            0.011286,            0.012935,             0.78109,              0.9116,             0.86279,             0.60638,            0.027126,           0.0090476,           0.0082559,           0.0040105,           0.0040105,           0.0040105
                 123,            0.031486,            0.011418,             0.01475,              0.7615,             0.87729,             0.86334,             0.59752,            0.026667,           0.0091226,           0.0096096,            0.003961,            0.003961,            0.003961
                 124,            0.030719,            0.012292,            0.013861,             0.73755,             0.87164,             0.84437,             0.57982,            0.027176,            0.008964,            0.010117,           0.0039115,           0.0039115,           0.0039115
                 125,            0.031336,            0.011802,            0.013857,             0.77755,             0.89167,              0.8626,             0.60247,            0.026719,           0.0089365,           0.0081212,            0.003862,            0.003862,            0.003862
                 126,            0.031151,            0.012832,            0.012189,             0.77168,              0.9084,             0.86319,             0.60758,            0.026644,           0.0089596,            0.008295,           0.0038125,           0.0038125,           0.0038125
                 127,            0.030089,            0.011803,            0.014154,             0.77553,             0.89033,              0.8649,             0.60994,            0.026998,           0.0089752,           0.0078188,            0.003763,            0.003763,            0.003763
                 128,            0.030509,            0.012554,            0.014022,             0.73187,              0.8921,             0.85619,              0.6024,            0.026303,           0.0090359,            0.009435,           0.0037135,           0.0037135,           0.0037135
                 129,            0.031301,            0.011991,            0.014178,             0.77714,             0.89475,             0.85636,             0.60953,            0.026318,           0.0090725,           0.0077217,            0.003664,            0.003664,            0.003664
                 130,            0.031447,            0.011465,            0.014538,             0.75088,             0.88406,             0.84804,              0.5946,            0.026505,           0.0090329,           0.0095096,           0.0036145,           0.0036145,           0.0036145
                 131,            0.031058,               0.012,            0.012772,             0.76881,             0.90869,             0.86931,             0.61572,            0.026042,           0.0089499,           0.0083284,            0.003565,            0.003565,            0.003565
                 132,            0.030096,            0.012397,            0.013096,             0.76198,             0.91669,             0.87347,             0.61782,            0.026163,           0.0089285,           0.0081906,           0.0035155,           0.0035155,           0.0035155
                 133,            0.029319,            0.012428,              0.0109,             0.77303,             0.89979,             0.87475,             0.62362,            0.026189,           0.0088924,            0.007573,            0.003466,            0.003466,            0.003466
                 134,            0.030945,            0.011821,            0.012825,             0.76163,             0.91477,             0.87455,             0.62557,             0.02563,           0.0088631,           0.0088961,           0.0034165,           0.0034165,           0.0034165
                 135,            0.031447,            0.012393,            0.013812,             0.77905,             0.90604,             0.87889,             0.62807,            0.026392,           0.0087713,           0.0075353,            0.003367,            0.003367,            0.003367
                 136,            0.029442,            0.011416,            0.013001,              0.7641,             0.89952,             0.86188,             0.61499,            0.025992,           0.0088235,           0.0088974,           0.0033175,           0.0033175,           0.0033175
                 137,            0.029058,            0.010942,            0.014753,             0.77009,             0.88242,             0.86423,             0.61226,             0.02609,           0.0089316,            0.008673,            0.003268,            0.003268,            0.003268
                 138,            0.030464,            0.012391,            0.013052,             0.77149,             0.93868,             0.87738,             0.61959,            0.026078,           0.0089056,           0.0072566,           0.0032185,           0.0032185,           0.0032185
                 139,            0.029784,            0.012053,            0.013069,             0.79384,             0.91141,             0.86884,             0.62351,            0.025848,           0.0089375,           0.0071007,            0.003169,            0.003169,            0.003169
                 140,            0.030177,            0.011397,            0.012899,             0.77365,             0.90038,             0.86521,             0.61532,            0.025796,           0.0089047,           0.0089384,           0.0031195,           0.0031195,           0.0031195
                 141,            0.029489,            0.011594,             0.01351,             0.80508,              0.8985,             0.87227,             0.61447,            0.026332,            0.008946,           0.0074962,             0.00307,             0.00307,             0.00307
                 142,            0.029623,            0.011353,            0.012668,             0.78241,             0.89177,             0.86524,             0.60763,            0.026549,           0.0089546,           0.0081448,           0.0030205,           0.0030205,           0.0030205
                 143,            0.030904,             0.01187,            0.012629,              0.7943,             0.91914,             0.88242,             0.61782,            0.025851,           0.0089591,           0.0077763,            0.002971,            0.002971,            0.002971
                 144,             0.03016,            0.011576,            0.013214,             0.79793,             0.92128,             0.87982,             0.62678,            0.025469,           0.0087707,           0.0069674,           0.0029215,           0.0029215,           0.0029215
                 145,            0.030357,            0.011648,            0.012402,              0.7573,             0.89355,             0.86838,              0.6202,            0.025415,           0.0088329,           0.0087915,            0.002872,            0.002872,            0.002872
                 146,            0.028879,            0.011196,            0.011397,             0.74454,             0.93277,             0.86116,             0.61614,             0.02549,           0.0095374,           0.0084641,           0.0028225,           0.0028225,           0.0028225
                 147,            0.029313,            0.011788,            0.012037,             0.76337,             0.91329,             0.86941,             0.62558,            0.025553,           0.0088179,           0.0078976,            0.002773,            0.002773,            0.002773
                 148,            0.028156,            0.010991,             0.01156,             0.77306,              0.9165,             0.87275,             0.62316,            0.025539,           0.0087582,           0.0070397,           0.0027235,           0.0027235,           0.0027235
                 149,             0.02958,            0.011674,            0.010255,             0.76641,             0.91227,             0.87277,             0.62998,            0.024899,           0.0088442,           0.0083478,            0.002674,            0.002674,            0.002674
                 150,            0.028984,            0.011719,            0.011069,             0.80464,             0.87905,              0.8823,             0.63642,            0.025074,           0.0087133,           0.0073471,           0.0026245,           0.0026245,           0.0026245
                 151,            0.027853,            0.010915,             0.01078,             0.78675,             0.89837,             0.87339,             0.62957,            0.025496,            0.008766,            0.007687,            0.002575,            0.002575,            0.002575
                 152,            0.029072,            0.011324,            0.012206,             0.79281,             0.94585,             0.89773,             0.64192,            0.025189,           0.0087026,           0.0067103,           0.0025255,           0.0025255,           0.0025255
                 153,            0.029429,            0.011534,            0.012317,             0.74512,              0.8763,             0.86803,             0.60695,            0.025772,            0.009307,            0.011906,            0.002476,            0.002476,            0.002476
                 154,            0.028754,            0.012339,            0.013625,             0.79138,             0.92581,             0.88344,             0.63164,            0.025192,           0.0089149,            0.006799,           0.0024265,           0.0024265,           0.0024265
                 155,            0.029407,            0.011852,            0.012049,             0.77453,             0.93177,             0.88483,             0.63871,            0.025129,            0.008945,           0.0067111,            0.002377,            0.002377,            0.002377
                 156,            0.029428,            0.011198,            0.011894,             0.76964,             0.87524,              0.8665,             0.62432,            0.025404,           0.0088224,           0.0085568,           0.0023275,           0.0023275,           0.0023275
                 157,            0.029228,            0.011465,            0.011826,             0.78469,             0.92776,             0.88966,             0.63799,            0.024849,           0.0087565,           0.0065178,            0.002278,            0.002278,            0.002278
                 158,            0.028954,              0.0116,            0.011462,             0.79258,               0.891,             0.88995,             0.64241,            0.024951,            0.008807,           0.0072266,           0.0022285,           0.0022285,           0.0022285
                 159,             0.02986,            0.011611,            0.010922,             0.78088,             0.94076,             0.89229,             0.64933,            0.024294,            0.008752,           0.0059362,            0.002179,            0.002179,            0.002179
                 160,            0.029116,            0.011719,             0.01195,             0.79095,             0.89928,             0.88786,             0.64497,            0.024062,           0.0086621,           0.0075303,           0.0021295,           0.0021295,           0.0021295
                 161,            0.028383,            0.011459,            0.012464,             0.79885,             0.92579,             0.89162,             0.64828,            0.024473,           0.0086819,            0.006346,             0.00208,             0.00208,             0.00208
