               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  15,            0.034818,            0.012343,            0.014442,             0.72406,             0.85889,             0.84297,             0.51413,            0.031416,           0.0092317,            0.013579,            0.008614,            0.008614,            0.008614
                  16,            0.033901,            0.011468,            0.014383,             0.75836,             0.88198,             0.86305,             0.58169,            0.029776,           0.0093024,           0.0099705,            0.008515,            0.008515,            0.008515
                  17,            0.033725,            0.012311,            0.013202,             0.73107,              0.8815,             0.82985,             0.54178,            0.031405,            0.009296,            0.011961,            0.008416,            0.008416,            0.008416
                  18,            0.032421,            0.011319,            0.015465,             0.77907,             0.87921,             0.86295,              0.5697,            0.030203,           0.0092768,            0.010624,            0.008317,            0.008317,            0.008317
                  19,            0.032978,            0.011454,            0.013463,              0.7466,             0.89504,             0.85355,             0.54242,            0.031144,           0.0091939,            0.010151,            0.008218,            0.008218,            0.008218
                  20,            0.033343,            0.011303,            0.012769,             0.76748,             0.89631,             0.85553,             0.55721,            0.029568,           0.0090537,           0.0094737,            0.008119,            0.008119,            0.008119
                  21,            0.032465,            0.011928,            0.012989,             0.73772,             0.89126,             0.86061,             0.55538,            0.030021,           0.0091509,            0.010635,             0.00802,             0.00802,             0.00802
                  22,            0.034206,            0.012039,             0.01274,             0.78161,             0.87739,             0.85953,             0.56884,            0.029209,           0.0092629,           0.0092649,            0.007921,            0.007921,            0.007921
                  23,             0.03202,            0.011748,            0.015587,             0.79857,             0.87934,             0.88078,              0.5721,            0.028572,           0.0091526,           0.0086689,            0.007822,            0.007822,            0.007822
                  24,            0.031736,            0.011904,            0.014065,             0.71809,             0.87652,              0.8427,             0.57174,            0.028418,           0.0090977,             0.01172,            0.007723,            0.007723,            0.007723
                  25,            0.032044,            0.011674,            0.015396,             0.75662,             0.88326,             0.87788,             0.58702,            0.028017,           0.0090981,           0.0096827,            0.007624,            0.007624,            0.007624
                  26,             0.03406,             0.01131,            0.014404,             0.78184,             0.92088,             0.89972,             0.60239,              0.0284,           0.0089437,           0.0077731,            0.007525,            0.007525,            0.007525
                  27,             0.03244,            0.011801,            0.011608,             0.71934,             0.89155,             0.85364,              0.5717,            0.028733,           0.0090947,             0.01026,            0.007426,            0.007426,            0.007426
                  28,            0.031623,            0.011571,            0.012474,             0.76631,             0.90883,             0.85786,             0.59353,            0.028195,           0.0090338,           0.0092608,            0.007327,            0.007327,            0.007327
                  29,            0.031774,            0.012183,            0.012176,             0.75831,             0.88206,             0.85731,             0.56768,             0.02874,           0.0091661,            0.010246,            0.007228,            0.007228,            0.007228
                  30,             0.03246,            0.011977,            0.014772,             0.77643,             0.89869,             0.86631,             0.59906,            0.028584,            0.008982,           0.0097984,            0.007129,            0.007129,            0.007129
                  31,            0.031234,            0.011958,            0.016021,             0.76119,             0.91104,             0.86119,             0.58688,            0.028105,           0.0090509,           0.0095863,             0.00703,             0.00703,             0.00703
                  32,            0.033296,            0.011292,            0.014087,             0.77457,              0.8989,             0.86786,             0.58697,            0.027452,           0.0091462,           0.0085966,            0.006931,            0.006931,            0.006931
                  33,            0.032916,            0.012202,            0.013084,             0.74789,             0.83332,             0.83468,             0.56993,            0.028574,            0.011599,            0.012598,            0.006832,            0.006832,            0.006832
                  34,            0.031054,             0.01129,            0.015693,             0.78665,             0.91957,             0.88098,             0.61686,            0.027045,           0.0087289,           0.0080313,            0.006733,            0.006733,            0.006733
                  35,            0.030408,             0.01201,            0.012246,             0.80841,             0.91061,             0.89784,             0.62415,            0.027372,           0.0088699,           0.0072184,            0.006634,            0.006634,            0.006634
                  36,            0.030817,            0.010868,            0.012463,             0.73094,             0.92313,             0.87223,             0.59156,            0.027521,           0.0088052,            0.009011,            0.006535,            0.006535,            0.006535
                  37,            0.032465,            0.012429,            0.012448,             0.81159,             0.90026,             0.88991,             0.60297,            0.028048,           0.0088261,           0.0069648,            0.006436,            0.006436,            0.006436
                  38,            0.032525,            0.011631,            0.012739,             0.78439,             0.93159,             0.88641,             0.61275,             0.02743,           0.0088872,            0.006536,            0.006337,            0.006337,            0.006337
                  39,            0.030745,            0.010921,           0.0095594,             0.80235,             0.93191,             0.88909,             0.62217,            0.027221,           0.0088516,           0.0067156,            0.006238,            0.006238,            0.006238
                  40,            0.031628,            0.012449,            0.011139,               0.804,             0.93206,             0.89156,             0.62014,            0.027523,           0.0087437,           0.0062646,            0.006139,            0.006139,            0.006139
                  41,            0.030534,            0.011695,            0.010383,             0.78925,             0.89554,             0.88172,             0.61525,            0.027441,           0.0088655,           0.0081184,             0.00604,             0.00604,             0.00604
                  42,            0.030777,            0.011399,            0.010701,             0.76788,             0.87622,             0.85557,             0.60613,            0.026943,           0.0088015,            0.011414,            0.005941,            0.005941,            0.005941
                  43,            0.031045,            0.011264,            0.013022,             0.77726,             0.89958,             0.88242,             0.61367,            0.027178,           0.0088816,           0.0079796,            0.005842,            0.005842,            0.005842
                  44,            0.029597,            0.011561,             0.01201,             0.82025,             0.90032,             0.90127,             0.63091,            0.026405,           0.0087459,           0.0079817,            0.005743,            0.005743,            0.005743
                  45,            0.029605,             0.01218,            0.011622,             0.81961,             0.93464,             0.90926,             0.63171,            0.027195,           0.0088173,           0.0067872,            0.005644,            0.005644,            0.005644
                  46,            0.031294,            0.011465,            0.011313,             0.80221,             0.91308,             0.90054,             0.62772,            0.026549,           0.0088058,           0.0063815,            0.005545,            0.005545,            0.005545
                  47,            0.029859,            0.011969,            0.010943,             0.77673,             0.86616,             0.84661,             0.56065,            0.030693,           0.0097713,            0.010346,            0.005446,            0.005446,            0.005446
                  48,            0.029959,            0.011626,            0.012305,             0.80255,             0.91462,              0.8897,               0.605,             0.02841,           0.0090784,           0.0080665,            0.005347,            0.005347,            0.005347
                  49,             0.03004,             0.01154,            0.014087,             0.78323,             0.92892,             0.90632,             0.64059,            0.026585,           0.0088389,           0.0073297,            0.005248,            0.005248,            0.005248
                  50,            0.030327,            0.011481,            0.010194,              0.7899,             0.90825,             0.90103,             0.62761,            0.027118,           0.0086962,           0.0081129,            0.005149,            0.005149,            0.005149
                  51,            0.030329,            0.011327,            0.011227,             0.78595,             0.92888,             0.88881,             0.64465,            0.026548,           0.0086246,           0.0073991,             0.00505,             0.00505,             0.00505
                  52,            0.030957,            0.011938,             0.01082,             0.79405,             0.89701,              0.8829,             0.63241,            0.026732,           0.0088176,           0.0071519,            0.004951,            0.004951,            0.004951
                  53,            0.029855,            0.011113,            0.011942,             0.80531,             0.91114,             0.89975,             0.63188,            0.026307,           0.0088138,            0.007119,            0.004852,            0.004852,            0.004852
                  54,            0.029187,            0.011602,            0.010586,             0.80575,             0.94279,             0.91232,             0.65239,            0.026775,           0.0085461,           0.0061142,            0.004753,            0.004753,            0.004753
                  55,            0.029661,            0.011363,             0.01035,             0.79003,             0.94995,             0.90225,              0.6465,            0.025974,           0.0085999,           0.0057769,            0.004654,            0.004654,            0.004654
                  56,            0.028985,            0.010981,            0.010845,             0.82069,             0.92882,             0.90519,             0.64553,            0.026055,           0.0086491,           0.0063497,            0.004555,            0.004555,            0.004555
                  57,             0.02941,            0.011623,            0.010229,             0.80968,             0.91573,              0.9146,             0.65022,            0.026374,           0.0085876,           0.0058506,            0.004456,            0.004456,            0.004456
                  58,            0.029553,            0.011073,            0.009807,             0.83415,             0.93281,             0.92662,             0.65648,            0.026192,           0.0084467,           0.0059087,            0.004357,            0.004357,            0.004357
                  59,            0.028611,            0.011087,           0.0099801,             0.78282,             0.91735,             0.90538,             0.63761,            0.026007,           0.0086358,           0.0078345,            0.004258,            0.004258,            0.004258
                  60,             0.02924,            0.012273,           0.0094605,             0.81774,             0.89274,             0.91601,              0.6347,            0.026689,           0.0084975,           0.0063033,            0.004159,            0.004159,            0.004159
                  61,            0.030049,            0.011738,            0.010656,             0.82402,             0.93723,             0.91871,             0.65752,            0.025571,           0.0085846,           0.0059412,             0.00406,             0.00406,             0.00406
                  62,            0.028741,            0.011129,           0.0098212,             0.83652,             0.95844,             0.93334,              0.6693,            0.025881,           0.0084604,           0.0049419,            0.003961,            0.003961,            0.003961
                  63,            0.030073,            0.011862,             0.00969,             0.83252,             0.95338,             0.93026,             0.66871,            0.024727,           0.0085993,           0.0056586,            0.003862,            0.003862,            0.003862
                  64,            0.029022,              0.0112,           0.0098869,             0.80378,             0.93597,             0.90794,             0.65237,            0.025018,           0.0085978,           0.0075007,            0.003763,            0.003763,            0.003763
                  65,            0.030247,            0.011163,            0.009319,             0.81867,             0.94655,             0.91557,             0.67151,            0.025111,           0.0083574,           0.0054638,            0.003664,            0.003664,            0.003664
                  66,            0.028155,            0.011426,            0.010871,             0.83652,             0.91801,             0.92473,             0.67692,            0.025121,           0.0083226,           0.0056635,            0.003565,            0.003565,            0.003565
                  67,            0.028215,            0.010638,            0.011513,             0.82872,             0.92113,              0.9295,             0.67343,            0.024479,           0.0083095,           0.0054443,            0.003466,            0.003466,            0.003466
                  68,            0.029032,            0.011135,            0.010237,             0.83173,              0.9475,             0.93005,             0.66859,            0.024804,           0.0086008,           0.0055005,            0.003367,            0.003367,            0.003367
                  69,            0.029376,            0.011136,            0.011343,             0.82027,             0.92737,             0.92058,              0.6576,            0.025178,           0.0083166,           0.0057128,            0.003268,            0.003268,            0.003268
                  70,            0.029977,            0.011947,           0.0093976,             0.83552,             0.90339,             0.92326,             0.67616,            0.025006,           0.0082263,            0.005918,            0.003169,            0.003169,            0.003169
                  71,            0.028741,            0.011127,            0.011135,             0.86338,             0.93489,             0.93661,             0.67662,            0.025109,           0.0082929,           0.0046466,             0.00307,             0.00307,             0.00307
                  72,            0.028212,            0.010238,           0.0094557,             0.82826,             0.94378,             0.92118,             0.66792,            0.024571,           0.0082981,           0.0058343,            0.002971,            0.002971,            0.002971
                  73,            0.027668,            0.010809,            0.008259,             0.85189,             0.94844,             0.92852,             0.68364,             0.02422,           0.0082859,            0.004418,            0.002872,            0.002872,            0.002872
                  74,            0.028301,            0.011172,           0.0085022,             0.84267,             0.95847,             0.93123,             0.68081,            0.024318,           0.0082393,           0.0043759,            0.002773,            0.002773,            0.002773
                  75,            0.027684,            0.011026,           0.0078796,              0.8444,             0.94253,             0.93104,             0.68242,             0.02404,            0.008164,           0.0046557,            0.002674,            0.002674,            0.002674
                  76,            0.029625,            0.011795,           0.0088935,             0.86078,             0.93418,             0.93591,             0.68888,             0.02396,           0.0081242,           0.0046792,            0.002575,            0.002575,            0.002575
                  77,             0.02837,            0.011228,           0.0089223,             0.84858,             0.96135,             0.93907,             0.69609,            0.024004,           0.0081261,           0.0042429,            0.002476,            0.002476,            0.002476
                  78,            0.028574,            0.011464,           0.0088787,             0.86097,              0.9531,             0.94452,             0.68578,            0.024471,           0.0081062,             0.00406,            0.002377,            0.002377,            0.002377
                  79,            0.028731,             0.01103,           0.0089452,             0.84005,             0.96677,             0.93773,             0.69295,            0.024346,           0.0081554,           0.0041411,            0.002278,            0.002278,            0.002278
                  80,            0.029937,            0.011407,           0.0089188,             0.84769,             0.95147,             0.93776,              0.6852,            0.024621,           0.0083064,           0.0047871,            0.002179,            0.002179,            0.002179
                  81,            0.027761,             0.01123,           0.0090659,             0.85797,             0.96556,              0.9473,             0.69218,            0.024066,           0.0081818,           0.0036149,             0.00208,             0.00208,             0.00208
                  82,            0.028986,            0.011273,            0.008641,             0.85707,             0.94768,             0.94369,             0.68769,            0.023796,           0.0080494,           0.0038578,            0.001981,            0.001981,            0.001981
                  83,            0.027139,            0.011249,           0.0083814,             0.85904,              0.9544,             0.94947,              0.6959,            0.023585,            0.008021,           0.0037406,            0.001882,            0.001882,            0.001882
                  84,            0.027738,            0.010678,           0.0075938,             0.86533,              0.9519,             0.94988,             0.69862,            0.023715,            0.008063,           0.0038292,            0.001783,            0.001783,            0.001783
                  85,            0.027193,            0.010567,           0.0072369,              0.8563,             0.94961,             0.94633,             0.70038,            0.023417,           0.0080164,           0.0035127,            0.001684,            0.001684,            0.001684
                  86,            0.027434,            0.010306,           0.0080039,             0.85529,             0.95561,             0.94335,               0.698,            0.022957,            0.008051,           0.0038042,            0.001585,            0.001585,            0.001585
                  87,            0.028129,            0.011219,           0.0084248,             0.86782,             0.95809,             0.94679,             0.70225,            0.023053,           0.0079785,           0.0035132,            0.001486,            0.001486,            0.001486
                  88,            0.027376,            0.010874,             0.00852,              0.8625,              0.9526,             0.94672,             0.70685,            0.022889,           0.0079589,           0.0035741,            0.001387,            0.001387,            0.001387
                  89,            0.028378,            0.011157,           0.0088027,             0.87002,             0.95837,             0.94761,              0.7005,            0.023088,           0.0079335,           0.0034807,            0.001288,            0.001288,            0.001288
                  90,            0.026133,           0.0098211,           0.0076275,             0.86634,             0.96026,              0.9452,             0.69656,            0.023225,           0.0079464,           0.0037579,            0.001189,            0.001189,            0.001189
                  91,            0.027267,            0.011311,           0.0085662,             0.86428,             0.96667,             0.94782,             0.69746,            0.023087,           0.0078978,            0.003484,             0.00109,             0.00109,             0.00109
                  92,            0.027042,            0.010159,           0.0072386,             0.85435,             0.96158,             0.94818,              0.7026,            0.022764,           0.0079023,           0.0033732,            0.000991,            0.000991,            0.000991
                  93,            0.025666,            0.010647,           0.0072237,             0.86447,             0.96025,             0.94965,             0.71203,             0.02275,           0.0079153,            0.003246,            0.000892,            0.000892,            0.000892
                  94,            0.027496,            0.010402,           0.0079175,             0.87209,             0.96348,             0.94934,             0.71089,            0.022622,           0.0079266,           0.0033891,            0.000793,            0.000793,            0.000793
                  95,            0.025833,            0.010254,           0.0065128,             0.86582,             0.95537,             0.94953,             0.71095,             0.02247,           0.0079024,           0.0034219,            0.000694,            0.000694,            0.000694
                  96,            0.026182,            0.010401,           0.0071591,             0.85337,             0.95124,             0.94768,             0.71026,            0.022507,           0.0078992,            0.003716,            0.000595,            0.000595,            0.000595
                  97,            0.026629,            0.010571,           0.0064833,             0.85918,             0.95806,             0.94884,             0.70933,            0.022524,           0.0078744,           0.0035936,            0.000496,            0.000496,            0.000496
                  98,             0.02694,            0.011056,           0.0080134,             0.86522,             0.96262,             0.94911,             0.71362,            0.022447,           0.0078722,           0.0033795,            0.000397,            0.000397,            0.000397
                  99,            0.026677,             0.01117,           0.0076535,             0.87403,             0.95379,             0.95124,             0.71812,            0.022164,           0.0078142,           0.0032777,            0.000298,            0.000298,            0.000298
